Channelid,subscribercount,totalviews,channelname,title,uploader,channelurl,shortdescription
UCq6GEVYEsW6UXPZVfRsyAgA,1360000.0,,Asiaville Malayalam,Asiaville Malayalam,Asiaville Malayalam,https://www.youtube.com/channel/UCq6GEVYEsW6UXPZVfRsyAgA,Asiaville is a Media-Tech company focused on the next billion vernacular first internet users. Our creator network produces original content for Gen Y and Z audiences across a range of categories.
UC3xiydT8ln9cSGudddUd8Hg,201000.0,,Malayalam Comedy Scene,Malayalam Comedy Scene,Malayalam Comedy Scene,https://www.youtube.com/channel/UC3xiydT8ln9cSGudddUd8Hg,A warm welcome to all Malayalam cinema enthusiasts and comedy lovers! ❤
UC_plPQxPAIvx1WiwRY2j46Q,259000.0,,AI Dreamland,AI Dreamland,AI Dreamland,https://www.youtube.com/channel/UC_plPQxPAIvx1WiwRY2j46Q,"Welcome to Ai Dreamland! We're passionate about the intersection of AI and creativity, where we bring unique cartoon characters to life. Our channel explores imaginative stories powered by cutting-edge AI, designed to entertain, inspire, an"
UCSzkYTQNImT7jAoIy8-VIyA,109000.0,,111 spiritual tarots and motivations,111 spiritual tarots and motivations,111 spiritual tarots and motivations,https://www.youtube.com/channel/UCSzkYTQNImT7jAoIy8-VIyA,
UCloeL1Rbw33jNHb6rMPqUyw,288000.0,,Sidrathul Munthaha,Sidrathul Munthaha,Sidrathul Munthaha,https://www.youtube.com/channel/UCloeL1Rbw33jNHb6rMPqUyw,"Assalamu alaikum, I am Sidrathul Munthaha. Created this channel on : 2019 A lot more to come. Stay tuned.. For collaborations contact us 7012294280"
UCEi4FTJYYbP4RRDvQNjy5nA,26000.0,,Ashvin Shibu,Ashvin Shibu,Ashvin Shibu,https://www.youtube.com/channel/UCEi4FTJYYbP4RRDvQNjy5nA,DROPSHIPPING MALAYALAM
UC4P7fgvQinbOJDEJ9lluZWA,1900000.0,,Fun Da.,Fun Da.,Fun Da.,https://www.youtube.com/channel/UC4P7fgvQinbOJDEJ9lluZWA,FUN DA is a channel which produce funny contents for entertaining people. All story and characters are fictional. Nowfal Nadhim Hamdan
UC-mMi78WJST4N5o8_i1FoXw,4300000.0,,News18 Kerala,News18 Kerala,News18 Kerala,https://www.youtube.com/channel/UC-mMi78WJST4N5o8_i1FoXw,"ന്യൂസ്18 കേരളം, നെറ്റ്വർക്ക് 18 വാർത്താ ശൃoഖലയുടെ മലയാളം യൂട്യൂബ് ചാനൽ ആണ്. ഈ ചാനൽ, രാഷ്ട്രീയം, സമകാലിക വൃത്താന്തം, ബ്രേക്കിംഗ് ന്യൂസ്, കായികം, ആരോഗ്യം, വിദ്യാഭ്യാസം, തുടങ്ങി ദേശീയ അന്തർദേശീയ വാർത്തകൾ കാണികളിലേക്ക് എത്തിക്കുന്നു. ഏറ്റവും പു"
UCpfpmjaZKDtooS6HJoMoh1Q,1490.0,,Mallu Fun,Mallu Fun,Mallu Fun,https://www.youtube.com/channel/UCpfpmjaZKDtooS6HJoMoh1Q,
UCU_5oIcVdb5pjLlhrWrI_Tg,478000.0,,Divine Mercy Daily News,Divine Mercy Daily News,Divine Mercy Daily News,https://www.youtube.com/channel/UCU_5oIcVdb5pjLlhrWrI_Tg,"Divine Mercy Daily News offers you daily Holy Mass, Adoration, Rosary and Christian Devotional Talks that refresh your heart and mind. Divine Mercy Daily News has taken up the challenge to ""Go and proclaim the Gospel to all Creation""(Mark 1"
UCnlkR44CCEXJ-EQkHLWhIYQ,601000.0,,NEWS INDIA MALAYALAM,NEWS INDIA MALAYALAM,NEWS INDIA MALAYALAM,https://www.youtube.com/channel/UCnlkR44CCEXJ-EQkHLWhIYQ,
UCWIumqvyyCCTVotFY38aN3g,506000.0,,Summer Media,Summer Media,Summer Media,https://www.youtube.com/channel/UCWIumqvyyCCTVotFY38aN3g,"We promote Bigg boss Malayalam Reality show. ""Summer Media Channel is dedicated solely to providing Bigg Boss Malayalam reviews."" """"Summer Media is the first Malayalam Bigg Boss review channel. We started our first channel in 2018 and launc"
UCdjW3W1iflKJFQJ3z7PnR1Q,24000.0,,LinotheGoat,LinotheGoat,LinotheGoat,https://www.youtube.com/channel/UCdjW3W1iflKJFQJ3z7PnR1Q,𝟮𝟬𝟮𝟱 𝗞𝗘𝗥𝗔𝗟𝗔’𝗦 𝗚𝗥𝗘𝗔𝗧𝗘𝗦𝗧 𝗦𝗧𝗥𝗘𝗔𝗠𝗘𝗥🏆 SUBSCRIBE IF YOU WANT KUZHI MANDI🔥
UCQBmhSuLUXDKAZLQ689buQg,88000.0,,Nikhil Editzz 4,Nikhil Editzz 4,Nikhil Editzz 4,https://www.youtube.com/channel/UCQBmhSuLUXDKAZLQ689buQg,"Premier Coverage of Indian Super League 2025-26 Delivering high-quality live streams, tactical insights, and real-time match reactions from the heart of Indian football. Join a passionate community of fans and experience the ISL like never "
UCr8xb2866oogDXDSN5-2Mxw,449000.0,,Aswanth Kok,Aswanth Kok,Aswanth Kok,https://www.youtube.com/channel/UCr8xb2866oogDXDSN5-2Mxw,This is the Official YouTube Channel of Aswanth Kok
UCEEAX8zs4Pv_mBHHvW20RUQ,31500.0,,SilmaTalks,SilmaTalks,SilmaTalks,https://www.youtube.com/channel/UCEEAX8zs4Pv_mBHHvW20RUQ,"This is a channel talking only about cinema. Reactions, Podcasts, Live discussions & True Cinema Celebrations :)"
UCka4WcizWM0WMKF-bMiYzWQ,493000.0,,Zee Malayalam News,Zee Malayalam News,Zee Malayalam News,https://www.youtube.com/channel/UCka4WcizWM0WMKF-bMiYzWQ,"Zee Media Corporation Limited (formerly Zee News Ltd.), part of multibillion-dollar Essel Group, is India's one of the largest News networks with 14 news channels. Zee Malayalam News is the latest offering from Zee Media Corporation umbrell"
UCMOwRru01QeEttWXE2h8q0w,18700.0,,mallu_fun_videos,mallu_fun_videos,mallu_fun_videos,https://www.youtube.com/channel/UCMOwRru01QeEttWXE2h8q0w,എന്റെ തലതിരിഞ്ഞ ചിന്തകളും വികാരങ്ങളും തമാശകളും പൊട്ടത്തരങ്ങളും ആർക്കും വേണ്ടാത്ത സ്നേഹവും സങ്കടങ്ങളും എറിയുന്ന ചവറ്റുകൂട്.. അതിൽ മാണിക്യം തിരയാൻ വരുന്നവർക്ക് ഈ ചാനൽ സബ്സ്ക്രൈബ് ചെയ്യാം വെറുംകൈയോടെ ആർക്കും തിരിച്ചുപോവേണ്ടി വരില്ല. Malayalam 
UCw8XfTJWr_q73eaG2FlkB-A,2510000.0,,Animation Videos,Animation Videos,Animation Videos,https://www.youtube.com/channel/UCw8XfTJWr_q73eaG2FlkB-A,"This YouTube channel belongs to Manorama Music – a popular music label based in Kochi, Kerala, India. We are the electronic media division of The Malayala Manorama Company Private Limited. Our specialization lies in producing and distributi"
UC_6oTa8rswxh9Yw_54pKGqg,694000.0,,Aju bongo,Aju bongo,Aju bongo,https://www.youtube.com/channel/UC_6oTa8rswxh9Yw_54pKGqg,Subscribe for fun 🙋‍♂️
UCJNfJCE1lVHeXqFdZjPJJbA,12700.0,,Giree Trolls2.0,Giree Trolls2.0,Giree Trolls2.0,https://www.youtube.com/channel/UCJNfJCE1lVHeXqFdZjPJJbA,കിടിലൻ ട്രോളുകൾ ആസ്വദിക്കാനായി ചാനൽ സബ്സ്ക്രൈബ് ചെയ്തു സപ്പോർട്ട് ചെയ്യു🤗❤️
UCeM3IXubMXTH3LdsMQ3VAhw,1730000.0,,Saina Movies,Saina Movies,Saina Movies,https://www.youtube.com/channel/UCeM3IXubMXTH3LdsMQ3VAhw,"Saina Movies Is An Malayalam YouTube Channel That Provides Hd Quality Latest Movies & Classic Movies Of The Golden Era, Blockbuster Movies Of Your Favorite Superstars, The Best Thing Of This Malayalam Channel Is That You Can Enjoy Watching "
UCoBaNaUmLgCymsBC0SFwnJw,68400.0,,CINE OBSERVATION,CINE OBSERVATION,CINE OBSERVATION,https://www.youtube.com/channel/UCoBaNaUmLgCymsBC0SFwnJw,Just for fun and entertainment purpose
UCJ0im53IuVCEa81jWR4J4vg,15500.0,,SPM   THOR⚡,SPM   THOR⚡,SPM   THOR⚡,https://www.youtube.com/channel/UCJ0im53IuVCEa81jWR4J4vg,TH-OR⚡🍷🗿
UCNhaliLwhGH9wX3pe9bFTbA,1150000.0,,LifeofShazzam,LifeofShazzam,LifeofShazzam,https://www.youtube.com/channel/UCNhaliLwhGH9wX3pe9bFTbA,"CallMeShazzam here.. I post my opinion about movies, little bit of traveling and post some random stuff here in this channel feel free to sub !!!"
UCZ9yltbu0jyGmZyNZFsRZ3A,304000.0,,Mallu Techy Girl,Mallu Techy Girl,Mallu Techy Girl,https://www.youtube.com/channel/UCZ9yltbu0jyGmZyNZFsRZ3A,Contact: aneeshakunjumon1@gmail.com for brand collaborations Comedy content creator from Kerala
UCyhyy6m49_9V6rGFSlm7cLg,211000.0,,PRINITMALAYALAM,PRINITMALAYALAM,PRINITMALAYALAM,https://www.youtube.com/channel/UCyhyy6m49_9V6rGFSlm7cLg,"Prinitmalayalam (മലയാളം) is aimed to provide good easy leaning method preschool and school leavel ,children and kids in malayalam and english language. Malayalam and english basic education in prinitmalayalam chennal. A B C D in english Alp"
UCGH6FMbhlmVDUP96nQVYe2Q,5270000.0,,API Malayalam Movies,API Malayalam Movies,API Malayalam Movies,https://www.youtube.com/channel/UCGH6FMbhlmVDUP96nQVYe2Q,"API Malayalam Movies,Malayalam,Mohanlal,Mammootty,Prithviraj,Dileep,Innocent,Jagathy,Malayalam Movies,Malayalam Songs,Hit Movies Malayalam,Malayalam Movie Songs,Latest Malayalam Movies,Malayalam Full Movie,Malayalam Movie,Malayalam Comedy,M"
UC-xG8e6HXrUXtFNDcqopoUA,17300.0,,Momo Kids TV,Momo Kids TV,Momo Kids TV,https://www.youtube.com/channel/UC-xG8e6HXrUXtFNDcqopoUA,
UCpYD3UJ6dedGW5n_3FZjA_g,71600.0,,Pauly Jr. Pictures,Pauly Jr. Pictures,Pauly Jr. Pictures,https://www.youtube.com/channel/UCpYD3UJ6dedGW5n_3FZjA_g,"This is the official YouTube Channel of Pauly Jr. Pictures, film production company founded by Actor Nivin Pauly. Explore the artistry of storytelling with us. Stay tuned for a captivating journey filled with songs, teasers, trailers, behin"
UCJBeT04Hs8-vEH0nKMt4tzw,76800.0,,Cinema Chirima,Cinema Chirima,Cinema Chirima,https://www.youtube.com/channel/UCJBeT04Hs8-vEH0nKMt4tzw,"മലയാളികൾ വീണ്ടും വീണ്ടും കാണാൻ കൊതിക്കുന്ന തമാശകൾ , കേരളക്കരയെ പൊട്ടിച്ചിരിപ്പിച്ച ഹാസ്യ രാജാക്കന്മാർക്ക് വേണ്ടി... Cinema Chirima"
UChOtbp1GZ7DvrI9yaXvx9XA,472000.0,,Kids Area Online,Kids Area Online,Kids Area Online,https://www.youtube.com/channel/UChOtbp1GZ7DvrI9yaXvx9XA,"Please visit our Website : www.lydiasonlinestore.com KIDS AREA ONLINE WHATSAPP NUMBER : +919746487799 We are sharing Kids and Children activities through this channel. It includes - Brain development Activities, Games for Mile Stone Develop"
UCeOAqbhq7SLn08PsZz18Sqg,17000.0,,Reza Entertainments,Reza Entertainments,Reza Entertainments,https://www.youtube.com/channel/UCeOAqbhq7SLn08PsZz18Sqg,"""Welcome to Reza entertainments, your gateway to the soulful rhythms of South India! Immerse yourself in a world of enchanting melodies and vibrant beats as we bring you the best of regional music. From timeless classics to the latest hits,"
UCfBlGZh7zNv5sfCbQMnmyLg,1410000.0,,Malayalam Munches,Malayalam Munches,Malayalam Munches,https://www.youtube.com/channel/UCfBlGZh7zNv5sfCbQMnmyLg,"I try out various videos on Chocolates, candies, chips and other packed items but also make videos of Food. I am not a ""Food Reviewer"" as I know nothing much about food other than eating lol. Why the name Malayalam Munches? Malayalam is the"
UCNqNFCxFhWcDGResfb6gV9A,20600.0,,Story Motive Malayalam,Story Motive Malayalam,Story Motive Malayalam,https://www.youtube.com/channel/UCNqNFCxFhWcDGResfb6gV9A,"Motivational videos through family stories and life stories are the only focused our channel. The stories we tell are purely imaginary and have nothing to do with anyone's life, living or dead. These stories are only meant to inspire those "
UCCeN3tSyliL-J3u_Kp0Cb_A,1360000.0,,MillenniumAnimations,MillenniumAnimations,MillenniumAnimations,https://www.youtube.com/channel/UCCeN3tSyliL-J3u_Kp0Cb_A,"Millenniumanimation is one of the channel of Millennium Audios, having lot of Animation films done by various famous artists like Razak Vazhiyoram , 2D Sreeni etc..."
UCBNInO8iNj9xlHhrkqcyyzQ,278000.0,,B AMAZED,B AMAZED,B AMAZED,https://www.youtube.com/channel/UCBNInO8iNj9xlHhrkqcyyzQ,"Welcome to B AMAZED! Are you looking to improve your life, achieve your goals, and live a happy life? B AMAZED is here to help you on your journey of self-improvement and personal growth. Our Mission: At B AMAZED our mission is to provide p"
UC0FOng75wg1gdyh-v-z59Kg,1300.0,,Tech a Break,Tech a Break,Tech a Break,https://www.youtube.com/channel/UC0FOng75wg1gdyh-v-z59Kg,"Hello everyone! You are watching Tech a Break by Sajin Sahadevan. This channel is an inspiration to a Radio Show I used to do couple of years ago. I intend to share updated and authentic information about the latest trends in technology, so"
UCzsNLZ9GrGXRjt0QmvWFm2Q,6020000.0,,Chattambees,Chattambees,Chattambees,https://www.youtube.com/channel/UCzsNLZ9GrGXRjt0QmvWFm2Q,"SUBSCRIBE FOR MORE FUN For Promotion & Enquiry : chattambeeslite@gmail.com This channel is Totally Controlled By Joshua N Rose ( Founder - Camera , Editing & Content Creator ) 😊Annie N Rose (19) 😚Ashna Bernard (20) 😆Abin Antony (20) 😝Ashin "
UCTg9DAHnodNmVqF_P_Ru1sQ,710000.0,,infobells - Malayalam,infobells - Malayalam,infobells - Malayalam,https://www.youtube.com/channel/UCTg9DAHnodNmVqF_P_Ru1sQ,"Gone are the days when children sat with their grandmothers and listened to traditional rhymes & Songs.... Infobells a e-learning firm is now presenting "" Ammutty-Malayalam Nursery Pattugal"" an animated musical album for children. The album"
UCgr3RVYhrF8Ac-Uu-GYzloA,1030000.0,,A+ Family,A+ Family,A+ Family,https://www.youtube.com/channel/UCgr3RVYhrF8Ac-Uu-GYzloA,"Hello everyone. This is Arya, Athira and Aswathy. We are starting our journey...Please subscribe our channel For Enquires & Promotions : aliyansfamily@gmail.com instagram id Aplusfamily.583 Address Arya ajith Near muzhagumthara Kothad Koram"
UCk7fCcOVNrEQONJqOkiwutQ,580000.0,,Sanulal S,Sanulal S,Sanulal S,https://www.youtube.com/channel/UCk7fCcOVNrEQONJqOkiwutQ,Adding a little sparkle to your day
UC-Uaz9tVnQS-wiOF1woadGA,836000.0,,apimalayalamcomedy,apimalayalamcomedy,apimalayalamcomedy,https://www.youtube.com/channel/UC-Uaz9tVnQS-wiOF1woadGA,
UCsytaubSQVfMdg89WkI7ENg,40700.0,,SHAMILEFX,SHAMILEFX ,SHAMILEFX,https://www.youtube.com/channel/UCsytaubSQVfMdg89WkI7ENg,"I create original edits from Naruto. All content is transformed into unique, fair use edits, ensuring compliance with copyright guidelines."
UCk571kqv7btdawcKUlUry4w,1390000.0,,Aswin Madappally,Aswin Madappally,Aswin Madappally,https://www.youtube.com/channel/UCk571kqv7btdawcKUlUry4w,Just a common man For business inquiry 👇 email: asktopsytech@gmail.com
UCtAvOp40dhqZhDKG_HVv7WQ,1010.0,,RJM Media,RJM Media,RJM Media,https://www.youtube.com/channel/UCtAvOp40dhqZhDKG_HVv7WQ,
UCqcz-n6nhxkWR9VjEKZCYMw,39200.0,,Seethal Sunilkumar,Seethal Sunilkumar,Seethal Sunilkumar,https://www.youtube.com/channel/UCqcz-n6nhxkWR9VjEKZCYMw,
UCiVQZFHPbcLmUdxwOU2fDXA,48100.0,,Vedas World,Vedas World,Vedas World,https://www.youtube.com/channel/UCiVQZFHPbcLmUdxwOU2fDXA,"Hi In ""Vedas World"" you can see educational videos,speech,essays,and much more. My videos will help you to learn Malayalam language through English . Contact: pknijildxb@gmail.com Thanks Vedas world"
UCR4z8ccOWNoUThB4VAMNBTg,1400000.0,,OUR STUPID REACTIONS,OUR STUPID REACTIONS,OUR STUPID REACTIONS,https://www.youtube.com/channel/UCR4z8ccOWNoUThB4VAMNBTg,PO BOX ADDRESS 5805 WHITE OAK AVE BOX 16683 ENCINO CA 91316 Korbin Miles & Rick Segall are the Creators of OUR STUPID REACTIONS! We offer our stupid and not asked for opinions with a dash of humor Trailer Reactions TV Reviews Film Reviews M
UCXHuzv5gWWlo3hZ0v_ztXJw,3260000.0,,itsvicters,itsvicters,itsvicters,https://www.youtube.com/channel/UCXHuzv5gWWlo3hZ0v_ztXJw,"Welcome to the Youtube Channel of KITE VICTERS ( Education, Govt of Kerala, India) KITE (https://kite.kerala.gov.in), General education dept, Govt of Kerala is the nodal agency for implementing satellite network and runs an exclusive channe"
UCAj7tQSO-6e7eKrnFEX0prw,77700.0,,Elizabeth Gigi Benny,Elizabeth Gigi Benny,Elizabeth Gigi Benny,https://www.youtube.com/channel/UCAj7tQSO-6e7eKrnFEX0prw,"Welcome to my Channel! 🩷✨ I'm Elizabeth Gigi Benny, 24 year old mallu living in Canada 🍁 ✨ What to expect: ✨ Lifestyle Vlogs – Real-life moments, daily adventures, and a peek into my everyday life. 🎬 Editing Tutorials – Tips and tricks for "
UCXR58xFcwW7BftdUxUS0IWA,127000.0,,Issa Joshy,Issa Joshy,Issa Joshy,https://www.youtube.com/channel/UCXR58xFcwW7BftdUxUS0IWA,"Hey there! I’m Issa Joshy — law student, licensed Zumba trainer, and someone who just loves to talk and share stories. I’m from Kottayam, living in Trivandrum now, and through my vlogs, I take you along for the ride — from law school life t"
UCqlAonO0VGT8KDrfk8LH5ew,677000.0,,Minna Minni TV,Minna Minni TV,Minna Minni TV,https://www.youtube.com/channel/UCqlAonO0VGT8KDrfk8LH5ew,"We inspire young imaginations with exciting short stories, rhymes and endless laughter SUBSCRIBE to the Minna Minni TV https://www.youtube.com/channel/UCqlAonO0VGT8KDrfk8LH5ew?sub_confirmation=1 Like Us on Facebook https://www.fb.com/minnam"
UCZEMj9GHnRNug12s4vYjbVw,1780.0,,Paaru & Miyyas,Paaru & Miyyas,Paaru & Miyyas,https://www.youtube.com/channel/UCZEMj9GHnRNug12s4vYjbVw,"Welcome to our channel !! 🤍🫶🏽 Our channel is a reflection of our simple life, filled with simple meals, recipes, and moments of everyday joy. We also love Journaling, art and craft that are simple and aesthetically pleasing. We aim to share"
UCnU9c8lf6Cvfz8VkD4fxbVQ,917000.0,,Avanti Nagral,Avanti Nagral,Avanti Nagral,https://www.youtube.com/channel/UCnU9c8lf6Cvfz8VkD4fxbVQ,"🌏 creativity | culture | community 💌 mgmt@avantinagral.com 🎓 harvard | 🇮🇳🇺🇸 🎙️ curating @carnivalofculturefestival Namaste!! I'm an interdisciplinary performer, content creator and entrepreneur focused on amplifying social issues and sparki"
UCY-56VNfyeoyErSjJQYUrLg,3950000.0,,Phann Phuy Fishing,Phann Phuy Fishing,Phann Phuy Fishing,https://www.youtube.com/channel/UCY-56VNfyeoyErSjJQYUrLg,"Hello everyone!!!! Fish& Fishing this channel will shows about fishing in world. Fishing videos. Relaxing fishing videos. Finfihow to fish, dry fly fishing, jensen fly fishing, fly fishing trout, Fly fishing how to cacth a fish, fishing hoo"
